file	F	P	R	F.tag	P.tag	R.tag	TP	FP	FN	TP.tag	FP.tag	FN.tag
478.txt	98.79	99.70	97.89	80.95	85.00	77.27	1345	4	29	17	3	5
479.txt	80.94	99.53	68.19	46.55	100.00	30.34	2129	10	993	54	0	124
480.txt	94.75	96.00	93.53	70.59	70.59	70.59	1778	74	123	24	10	10
481.txt	98.28	100.00	96.62	92.31	100.00	85.71	2400	0	84	30	0	5
482.txt	99.65	100.00	99.31	98.18	100.00	96.43	2007	0	14	27	0	1
483.txt	83.54	82.99	84.09	71.43	96.15	56.82	1015	208	192	25	1	19
484.txt	97.13	97.95	96.32	81.48	100.00	68.75	812	17	31	11	0	5
485.txt	98.11	99.73	96.53	9.23	60.00	5.00	2563	7	92	3	2	57
486.txt	98.10	98.29	97.90	99.27	100.00	98.55	3682	64	79	68	0	1
487.txt	86.17	99.66	75.90	70.77	95.83	56.10	888	3	282	23	1	18
488.txt	0.33	100.00	0.17	0.00	0.00	0.00	1	0	599	0	0	146
489.txt	99.60	99.77	99.43	92.75	100.00	86.49	1747	4	10	32	0	5
490.txt	83.87	98.11	73.24	80.00	100.00	66.67	52	1	19	2	0	1
491.txt	90.40	99.57	82.78	75.61	96.88	62.00	1865	8	388	62	2	38
492.txt	99.38	100.00	98.77	100.00	100.00	100.00	884	0	11	12	0	0
493.txt	95.65	98.72	92.77	88.27	98.75	79.80	4014	52	313	79	1	20
494.txt	99.24	99.84	98.64	97.56	100.00	95.24	1890	3	26	60	0	3
495.txt	4.76	100.00	2.44	0.00	0.00	0.00	1	0	40	0	0	3
496.txt	98.41	99.36	97.48	90.91	100.00	83.33	309	2	8	5	0	1
497.txt	96.13	98.95	93.47	87.32	97.89	78.81	5107	54	357	93	2	25
498.txt	93.83	96.85	90.99	55.02	45.40	69.81	3102	101	307	74	89	32
499.txt	79.03	99.05	65.74	54.17	100.00	37.14	1042	10	543	26	0	44
500.txt	93.30	99.63	87.72	70.42	100.00	54.35	1357	5	190	25	0	21
501.txt	91.03	99.76	83.70	82.24	100.00	69.84	2967	7	578	88	0	38
502.txt	87.55	94.97	81.20	73.17	83.33	65.22	812	43	188	30	6	16
503.txt	99.81	99.89	99.73	96.55	100.00	93.33	1866	2	5	14	0	1
504.txt	90.35	99.10	83.03	87.80	100.00	78.26	768	7	157	18	0	5
505.txt	97.88	99.06	96.73	74.44	79.29	70.16	7781	74	263	134	35	57
506.txt	92.46	99.30	86.50	83.96	97.52	73.71	5383	38	840	157	4	56
507.txt	99.53	100.00	99.06	92.86	100.00	86.67	1478	0	14	13	0	2
508.txt	72.67	99.55	57.22	23.08	100.00	13.04	222	1	166	6	0	40
509.txt	96.48	100.00	93.20	93.33	100.00	87.50	823	0	60	49	0	7
510.txt	99.23	99.81	98.67	90.00	90.00	90.00	518	1	7	9	1	1
561.txt	96.46	99.22	93.84	84.21	100.00	72.73	381	3	25	8	0	3
562.txt	66.02	94.99	50.59	37.80	88.57	24.03	644	34	629	31	4	98
563.txt	92.32	96.65	88.36	63.51	98.95	46.77	6165	214	812	94	1	107
564.txt	92.51	100.00	86.07	90.91	100.00	83.33	482	0	78	10	0	2
565.txt	97.07	100.00	94.30	89.74	100.00	81.40	1192	0	72	35	0	8
566.txt	96.85	100.00	93.88	95.65	100.00	91.67	1090	0	71	11	0	1
567.txt	68.88	92.38	54.91	36.96	89.47	23.29	570	47	468	17	2	56
568.txt	97.75	97.05	98.46	94.94	98.68	91.46	3524	107	55	75	1	7
569.txt	71.08	100.00	55.14	50.00	100.00	33.33	102	0	83	3	0	6
570.txt	77.41	99.94	63.17	53.19	98.04	36.50	1696	1	989	50	1	87
571.txt	27.83	96.40	16.26	15.09	100.00	8.16	107	4	551	4	0	45
572.txt	69.55	100.00	53.32	32.65	100.00	19.51	466	0	408	16	0	66
573.txt	94.98	98.79	91.46	73.68	63.64	87.50	653	8	61	14	8	2
574.txt	97.97	100.00	96.03	87.18	100.00	77.27	943	0	39	17	0	5
575.txt	74.46	97.36	60.28	13.79	100.00	7.41	1108	30	730	8	0	100
576.txt	97.85	99.92	95.86	93.75	98.68	89.29	2452	2	106	75	1	9
577.txt	79.02	99.59	65.49	21.43	100.00	12.00	241	1	127	3	0	22
578.txt	87.47	100.00	77.72	77.42	100.00	63.16	321	0	92	12	0	7
579.txt	79.23	79.11	79.34	40.94	89.66	26.53	1640	433	427	26	3	72
580.txt	99.62	100.00	99.24	80.00	100.00	66.67	131	0	1	2	0	1
581.txt	81.04	100.00	68.12	49.18	100.00	32.61	733	0	343	15	0	31
582.txt	87.64	81.86	94.30	80.00	78.26	81.82	993	220	60	18	5	4
583.txt	93.77	90.02	97.83	91.89	85.00	100.00	1128	125	25	17	3	0
584.txt	99.25	98.65	99.85	93.10	90.00	96.43	2639	36	4	27	3	1
585.txt	73.79	58.62	99.55	88.89	80.00	100.00	221	156	1	8	2	0
586.txt	46.96	96.21	31.06	8.47	100.00	4.42	533	21	1183	5	0	108
587.txt	17.96	100.00	9.87	4.26	100.00	2.17	52	0	475	1	0	45
588.txt	94.04	97.88	90.48	75.40	100.00	60.52	4621	100	486	187	0	122
589.txt	99.51	99.73	99.29	92.31	100.00	85.71	1120	3	8	12	0	2
590.txt	95.85	99.36	92.58	94.77	97.84	91.89	3083	20	247	272	6	24
591.txt	95.61	93.25	98.10	80.00	66.67	100.00	774	56	15	2	1	0
592.txt	70.22	58.34	88.17	48.74	44.62	53.70	1081	772	145	29	36	25
593.txt	97.89	99.90	95.97	48.00	100.00	31.58	1023	1	43	6	0	13
594.txt	89.61	98.86	81.94	58.29	96.67	41.73	1565	18	345	58	2	81
595.txt	80.51	99.87	67.44	29.55	100.00	17.33	785	1	379	13	0	62
596.txt	99.47	99.89	99.06	93.75	97.83	90.00	2647	3	25	45	1	5
597.txt	1.24	100.00	0.62	0.00	0.00	0.00	1	0	159	0	0	26
598.txt	87.61	91.99	83.63	42.11	100.00	26.67	930	81	182	8	0	22
599.txt	99.27	100.00	98.54	93.58	100.00	87.93	1486	0	22	51	0	7
60.txt	98.92	99.89	97.97	77.78	100.00	63.64	916	1	19	7	0	4
600.txt	96.67	100.00	93.56	66.67	100.00	50.00	668	0	46	11	0	11
601.txt	94.11	99.05	89.64	66.67	100.00	50.00	1566	15	181	21	0	21
602.txt	89.87	90.93	88.83	96.43	96.43	96.43	692	69	87	27	1	1
603.txt	87.84	97.01	80.25	33.33	100.00	20.00	130	4	32	1	0	4
604.txt	93.36	95.30	91.51	87.50	97.67	79.25	2596	128	241	42	1	11
605.txt	93.40	90.93	96.00	93.67	97.37	90.24	792	79	33	37	1	4
606.txt	1.26	100.00	0.63	0.00	0.00	0.00	1	0	157	0	0	20
607.txt	98.21	98.32	98.09	94.62	100.00	89.80	3037	52	59	44	0	5
608.txt	98.72	99.70	97.75	92.96	100.00	86.84	1001	3	23	33	0	5
609.txt	94.26	93.51	95.03	93.10	96.43	90.00	936	65	49	27	1	3
61.txt	19.40	66.98	11.34	7.89	100.00	4.11	71	35	555	3	0	70
610.txt	93.95	99.32	89.13	65.50	100.00	48.70	3771	26	460	56	0	59
611.txt	96.72	99.76	93.85	95.87	100.00	92.06	2960	7	194	116	0	10
612.txt	0.13	100.00	0.06	0.00	0.00	0.00	1	0	1562	0	0	229
613.txt	97.98	96.40	99.61	88.24	83.33	93.75	1019	38	4	15	3	1
614.txt	98.10	97.59	98.62	94.29	97.06	91.67	3279	81	46	33	1	3
615.txt	55.99	48.70	65.85	32.00	40.00	26.67	243	256	126	4	6	11
616.txt	99.23	100.00	98.47	92.75	100.00	86.49	1869	0	29	32	0	5
617.txt	78.81	100.00	65.03	35.90	100.00	21.88	491	0	264	7	0	25
618.txt	0.40	100.00	0.20	0.00	0.00	0.00	1	0	496	0	0	32
619.txt	97.31	99.42	95.29	75.00	100.00	60.00	1032	6	51	12	0	8
62.txt	98.08	99.47	96.73	91.12	95.16	87.41	3931	21	133	118	6	17
620.txt	94.19	99.19	89.68	80.25	98.48	67.71	3179	26	366	65	1	31
621.txt	99.16	98.66	99.66	89.66	86.67	92.86	1174	16	4	13	2	1
622.txt	95.79	99.21	92.60	87.50	100.00	77.78	1389	11	111	28	0	8
623.txt	93.58	99.89	88.02	76.11	97.86	62.27	3689	4	502	137	3	83
624.txt	97.80	98.62	96.99	92.50	97.37	88.10	5988	84	186	111	3	15
625.txt	60.73	56.36	65.84	54.55	85.71	40.00	133	103	69	6	1	9
626.txt	99.69	99.76	99.62	97.86	100.00	95.82	26374	63	101	229	0	10
627.txt	99.17	100.00	98.36	94.74	100.00	90.00	659	0	11	18	0	2
628.txt	97.50	99.43	95.64	93.33	100.00	87.50	527	3	24	7	0	1
629.txt	94.26	99.87	89.25	73.84	97.17	59.54	9634	13	1161	103	3	70
63.txt	63.45	93.54	48.00	30.61	100.00	18.07	565	39	612	15	0	68
630.txt	99.34	99.95	98.74	87.50	97.22	79.55	4009	2	51	35	1	9
631.txt	99.19	99.95	98.44	74.76	97.47	60.63	6392	3	101	77	2	50
632.txt	94.12	99.95	88.94	47.92	100.00	31.51	1858	1	231	23	0	50
633.txt	94.22	99.85	89.19	53.33	94.12	37.21	1989	3	241	32	2	54
634.txt	95.42	99.95	91.28	59.30	99.03	42.32	4241	2	405	102	1	139
635.txt	92.52	99.94	86.12	61.97	100.00	44.90	1756	1	283	44	0	54
636.txt	95.43	99.95	91.30	62.40	100.00	45.35	2172	1	207	39	0	47
637.txt	98.31	100.00	96.67	88.52	100.00	79.41	1682	0	58	27	0	7
638.txt	83.44	98.63	72.30	40.00	71.43	27.78	650	9	249	10	4	26
639.txt	97.31	99.77	94.97	75.00	100.00	60.00	7224	17	383	108	0	72
64.txt	99.23	99.70	98.76	89.47	100.00	80.95	3026	9	38	17	0	4
640.txt	97.63	99.47	95.86	81.01	96.97	69.57	1321	7	57	32	1	14
641.txt	99.59	99.62	99.56	96.00	97.30	94.74	3172	12	14	36	1	2
642.txt	98.32	99.91	96.77	90.00	100.00	81.82	1170	1	39	18	0	4
643.txt	97.68	99.97	95.49	88.89	97.96	81.36	3431	1	162	48	1	11
644.txt	90.00	98.26	83.02	68.09	100.00	51.61	1467	26	300	32	0	30
645.txt	88.82	99.29	80.35	25.81	100.00	14.81	556	4	136	4	0	23
646.txt	99.09	99.70	98.49	87.27	84.21	90.57	3642	11	56	48	9	5
647.txt	90.31	99.77	82.50	69.23	96.43	54.00	853	2	181	27	1	23
648.txt	98.58	99.92	97.27	96.26	97.83	94.74	2601	2	73	90	2	5
649.txt	20.05	98.86	11.15	3.85	100.00	1.96	87	1	693	2	0	100
65.txt	87.21	87.93	86.49	72.97	95.74	58.95	13063	1793	2040	247	11	172
650.txt	92.10	99.88	85.45	86.27	100.00	75.86	799	1	136	22	0	7
651.txt	95.95	99.84	92.36	81.91	96.25	71.30	4337	7	359	77	3	31
652.txt	90.15	99.77	82.23	76.71	96.55	63.64	879	2	190	28	1	16
653.txt	75.22	95.38	62.09	50.91	96.55	34.57	868	42	530	28	1	53
654.txt	83.05	99.32	71.36	68.97	100.00	52.63	436	3	175	10	0	9
655.txt	60.31	94.59	44.27	42.25	78.95	28.85	367	21	462	15	4	37
656.txt	93.97	99.78	88.80	84.62	100.00	73.33	920	2	116	33	0	12
657.txt	48.34	85.83	33.64	19.51	80.00	11.11	109	18	215	4	1	32
658.txt	99.54	99.76	99.33	97.44	96.94	97.94	3277	8	22	95	3	2
659.txt	98.64	98.46	98.81	85.71	77.78	95.45	2243	35	27	21	6	1
66.txt	98.22	98.81	97.64	94.12	100.00	88.89	1574	19	38	16	0	2
660.txt	84.49	85.08	83.91	69.00	84.15	58.47	2869	503	550	69	13	49
661.txt	93.01	95.49	90.65	81.48	91.67	73.33	572	27	59	11	1	4
662.txt	99.68	99.75	99.61	98.65	98.65	98.65	6314	16	25	73	1	1
663.txt	88.82	99.92	79.95	85.49	100.00	74.66	2420	2	607	109	0	37
664.txt	99.12	99.91	98.35	95.08	100.00	90.62	1073	1	18	29	0	3
665.txt	53.78	86.07	39.11	12.05	100.00	6.41	210	34	327	5	0	73
666.txt	76.77	89.31	67.32	60.61	90.91	45.45	309	37	150	10	1	12
667.txt	96.34	99.63	93.25	84.73	100.00	73.50	3497	13	253	86	0	31
668.txt	3.64	100.00	1.85	0.00	0.00	0.00	1	0	53	0	0	7
669.txt	72.90	58.88	95.70	5.26	8.33	3.85	756	528	34	1	11	25
67.txt	69.47	97.32	54.02	28.57	100.00	16.67	800	22	681	16	0	80
670.txt	47.95	98.75	31.66	31.91	75.00	20.27	945	12	2040	15	5	59
671.txt	99.92	99.84	100.00	96.00	92.31	100.00	1258	2	0	12	1	0
672.txt	93.42	95.34	91.58	79.46	91.47	70.24	4374	214	402	118	11	50
673.txt	98.11	98.92	97.31	94.44	100.00	89.47	1192	13	33	17	0	2
674.txt	98.09	99.23	96.98	92.31	100.00	85.71	5643	44	176	78	0	13
675.txt	95.24	92.34	98.32	84.28	76.14	94.37	1760	146	30	67	21	4
676.txt	97.14	99.72	94.69	14.29	100.00	7.69	713	2	40	2	0	24
677.txt	98.65	98.36	98.95	93.15	89.47	97.14	1795	30	19	34	4	1
678.txt	95.39	98.47	92.51	86.67	92.86	81.25	321	5	26	13	1	3
679.txt	96.16	99.10	93.39	89.32	99.51	81.03	9506	86	673	205	1	48
68.txt	24.60	87.76	14.31	14.29	100.00	7.69	208	29	1246	2	0	24
680.txt	91.33	97.67	85.76	37.84	77.78	25.00	1090	26	181	7	2	21
681.txt	97.21	99.28	95.23	95.92	98.95	93.07	2354	17	118	94	1	7
682.txt	97.62	98.98	96.29	95.65	100.00	91.67	1454	15	56	33	0	3
683.txt	99.55	99.35	99.76	99.02	99.02	99.02	3355	22	8	101	1	1
684.txt	99.17	98.97	99.37	90.76	98.18	84.38	5363	56	34	54	1	10
685.txt	99.45	100.00	98.90	96.30	100.00	92.86	1435	0	16	26	0	2
686.txt	85.35	100.00	74.44	73.64	100.00	58.28	4591	0	1576	88	0	63
687.txt	97.99	99.41	96.61	68.97	100.00	52.63	1851	11	65	10	0	9
688.txt	97.72	97.23	98.23	75.82	81.69	70.73	4485	128	81	58	13	24
689.txt	96.61	99.78	93.64	92.59	100.00	86.21	913	2	62	25	0	4
69.txt	97.72	99.38	96.11	96.77	96.77	96.77	1285	8	52	30	1	1
690.txt	66.67	100.00	50.00	0.00	0.00	0.00	1	0	1	0	0	0
691.txt	55.69	98.89	38.76	47.89	98.08	31.68	1427	16	2255	51	1	110
692.txt	94.75	91.83	97.86	87.18	85.00	89.47	776	69	17	17	3	2
693.txt	80.86	68.77	98.10	80.00	66.67	100.00	207	94	4	6	3	0
694.txt	95.70	96.36	95.04	94.12	100.00	88.89	556	21	29	16	0	2
695.txt	96.45	93.38	99.73	82.14	71.88	95.83	748	53	2	23	9	1
696.txt	98.80	99.43	98.18	97.87	100.00	95.83	2637	15	49	69	0	3
697.txt	66.67	100.00	50.00	0.00	0.00	0.00	1	0	1	0	0	0
698.txt	99.56	100.00	99.12	94.74	100.00	90.00	338	0	3	9	0	1
699.txt	97.07	99.85	94.45	91.07	98.08	85.00	2653	4	156	51	1	9
70.txt	99.66	99.91	99.42	98.90	100.00	97.83	2228	2	13	45	0	1
700.txt	96.64	99.23	94.19	86.49	94.12	80.00	648	5	40	16	1	4
701.txt	98.18	100.00	96.43	91.67	100.00	84.62	1676	0	62	22	0	4
702.txt	97.05	99.87	94.38	94.04	99.30	89.31	3863	5	230	142	1	17
703.txt	97.83	98.96	96.71	14.29	100.00	7.69	2294	24	78	2	0	24
704.txt	97.70	96.96	98.46	100.00	100.00	100.00	1085	34	17	21	0	0
705.txt	95.83	97.41	94.30	83.76	100.00	72.06	3011	80	182	49	0	19
706.txt	88.69	100.00	79.68	50.00	100.00	33.33	247	0	63	4	0	8
707.txt	0.94	0.47	100.00	0.00	0.00	0.00	2	422	0	0	1	0
708.txt	94.28	99.43	89.64	78.48	92.08	68.38	1557	9	180	93	8	43
709.txt	98.38	99.66	97.12	80.57	97.70	68.55	2635	9	78	85	2	39
71.txt	97.13	99.73	94.65	86.09	98.48	76.47	3380	9	191	65	1	20
710.txt	98.26	100.00	96.58	89.19	100.00	80.49	1244	0	44	33	0	8
711.txt	98.46	99.79	97.17	86.67	100.00	76.47	960	2	28	13	0	4
712.txt	96.77	99.84	93.89	91.67	100.00	84.62	630	1	41	22	0	4
713.txt	99.27	99.60	98.95	91.30	95.45	87.50	2251	9	24	21	1	3
714.txt	21.19	99.22	11.86	4.30	100.00	2.20	128	1	951	2	0	89
715.txt	61.04	99.08	44.10	29.51	97.01	17.40	3235	30	4100	162	5	769
716.txt	97.50	98.94	96.09	86.18	100.00	75.72	4672	50	190	131	0	42
717.txt	29.62	35.79	25.26	12.77	50.00	7.32	97	174	287	3	3	38
718.txt	47.26	90.00	32.04	16.08	88.89	8.84	1044	116	2214	32	4	330
719.txt	97.36	100.00	94.86	92.63	100.00	86.27	1403	0	76	44	0	7
72.txt	95.99	100.00	92.29	87.50	100.00	77.78	1521	0	127	35	0	10
720.txt	91.68	100.00	84.64	62.07	100.00	45.00	463	0	84	9	0	11
721.txt	95.79	99.82	92.07	78.43	100.00	64.52	1138	2	98	20	0	11
722.txt	99.61	100.00	99.23	96.30	100.00	92.86	2055	0	16	26	0	2
723.txt	99.43	99.94	98.92	92.80	100.00	86.57	3468	2	38	58	0	9
724.txt	3.33	100.00	1.69	0.00	0.00	0.00	1	0	58	0	0	2
725.txt	89.17	100.00	80.46	69.23	100.00	52.94	1894	0	460	36	0	32
726.txt	98.25	98.68	97.81	76.47	96.30	63.41	2772	37	62	26	1	15
727.txt	87.50	100.00	77.78	40.00	100.00	25.00	49	0	14	1	0	3
728.txt	96.88	97.20	96.56	94.58	97.96	91.43	3541	102	126	96	2	9
729.txt	82.41	71.98	96.35	93.33	87.50	100.00	185	72	7	7	1	0
73.txt	34.00	85.32	21.23	8.70	50.00	4.76	93	16	345	1	1	20
730.txt	96.49	100.00	93.23	73.68	100.00	58.33	1156	0	84	14	0	10
731.txt	98.01	99.65	96.42	86.81	88.76	84.95	4332	15	161	79	10	14
732.txt	83.36	89.36	78.12	76.32	96.67	63.04	932	111	261	29	1	17
733.txt	97.19	99.66	94.84	90.48	95.00	86.36	883	3	48	19	1	3
734.txt	88.41	85.53	91.48	80.00	92.31	70.59	2299	389	214	12	1	5
735.txt	99.48	100.00	98.97	94.12	100.00	88.89	481	0	5	8	0	1
736.txt	96.37	98.38	94.45	89.60	93.33	86.15	1701	28	100	56	4	9
737.txt	89.97	99.72	81.97	60.53	100.00	43.40	1400	4	308	23	0	30
738.txt	97.84	99.93	95.84	92.21	99.12	86.21	10164	7	441	225	2	36
739.txt	94.99	99.89	90.54	82.99	99.01	71.43	4595	5	480	100	1	40
74.txt	0.12	100.00	0.06	0.00	0.00	0.00	1	0	1639	0	0	304
740.txt	96.38	97.82	94.98	95.24	100.00	90.91	851	19	45	20	0	2
741.txt	99.75	100.00	99.50	94.74	100.00	90.00	990	0	5	9	0	1
742.txt	99.33	99.91	98.76	95.47	95.87	95.08	5419	5	68	116	5	6
743.txt	99.56	99.65	99.47	100.00	100.00	100.00	1689	6	9	64	0	0
744.txt	97.00	95.74	98.29	95.24	98.04	92.59	2471	110	43	50	1	4
745.txt	88.70	87.43	90.00	84.62	91.67	78.57	459	66	51	11	1	3
746.txt	94.03	98.27	90.15	81.75	100.00	69.14	4272	75	467	56	0	25
747.txt	99.25	99.90	98.60	94.34	100.00	89.29	987	1	14	25	0	3
748.txt	94.18	95.94	92.49	76.67	92.00	65.71	2081	88	169	23	2	12
749.txt	98.36	98.71	98.01	34.09	93.75	20.83	9480	124	192	15	1	57
75.txt	97.67	99.96	95.49	57.10	98.92	40.13	11165	5	527	183	2	273
750.txt	2.44	100.00	1.23	0.00	0.00	0.00	1	0	80	0	0	6
752.txt	99.69	99.89	99.49	93.55	93.55	93.55	2749	3	14	29	2	2
754.txt	95.24	95.09	95.40	85.71	90.00	81.82	871	45	42	9	1	2
755.txt	93.10	97.96	88.70	62.21	98.03	45.57	7537	157	960	149	3	178
756.txt	97.20	100.00	94.55	86.08	100.00	75.56	1891	0	109	34	0	11
757.txt	0.49	100.00	0.24	0.00	0.00	0.00	1	0	410	0	0	32
758.txt	31.41	90.97	18.99	13.56	50.00	7.84	131	13	559	4	4	47
759.txt	96.18	99.02	93.51	81.82	81.82	81.82	504	5	35	9	2	2
76.txt	95.81	97.42	94.25	73.53	98.87	58.53	10880	288	664	175	2	124
760.txt	95.99	99.67	92.56	66.67	85.71	54.55	610	2	49	6	1	5
761.txt	71.51	91.05	58.88	42.95	66.67	31.68	1048	103	732	32	16	69
762.txt	95.99	99.16	93.02	88.64	100.00	79.59	3184	27	239	78	0	20
763.txt	93.30	93.88	92.73	81.76	89.04	75.58	3188	208	250	65	8	21
764.txt	94.77	95.96	93.61	84.44	93.14	77.24	3705	156	253	95	7	28
765.txt	71.27	99.74	55.44	33.61	100.00	20.20	1152	3	926	20	0	79
766.txt	73.29	89.39	62.11	43.75	58.33	35.00	295	35	180	7	5	13
767.txt	89.57	99.69	81.31	60.61	90.91	45.45	322	1	74	10	1	12
768.txt	0.21	100.00	0.10	0.00	0.00	0.00	1	0	957	0	0	23
77.txt	96.67	99.03	94.42	88.24	100.00	78.95	1016	10	60	30	0	8
770.txt	93.55	99.79	88.05	66.67	100.00	50.00	1930	4	262	23	0	23
771.txt	99.45	99.06	99.84	90.70	86.67	95.12	2428	23	4	39	6	2
772.txt	93.62	97.67	89.90	95.83	100.00	92.00	1299	31	146	69	0	6
773.txt	96.92	100.00	94.03	72.73	100.00	57.14	724	0	46	8	0	6
774.txt	98.56	100.00	97.16	90.62	100.00	82.86	2837	0	83	58	0	12
775.txt	35.17	90.73	21.82	11.11	66.67	6.06	137	14	491	2	1	31
776.txt	94.78	92.42	97.27	90.32	93.33	87.50	854	70	24	14	1	2
777.txt	97.28	99.91	94.78	27.27	100.00	15.79	1107	1	61	3	0	16
778.txt	98.59	98.79	98.38	96.61	98.28	95.00	2619	32	43	57	1	3
779.txt	97.57	99.56	95.66	94.12	100.00	88.89	2688	12	122	64	0	8
78.txt	93.68	96.99	90.58	3.85	100.00	1.96	1193	37	124	1	0	50
780.txt	98.71	99.89	97.56	92.31	97.67	87.50	1801	2	45	42	1	6
781.txt	44.08	95.71	28.63	18.75	100.00	10.34	268	12	668	6	0	52
782.txt	99.60	99.69	99.50	94.38	95.45	93.33	2587	8	13	42	2	3
783.txt	97.87	99.94	95.88	90.91	99.17	83.92	6584	4	283	120	1	23
784.txt	98.80	99.89	97.72	89.47	100.00	80.95	1804	2	42	34	0	8
785.txt	95.31	96.44	94.20	36.67	37.93	35.48	1899	70	117	22	36	40
786.txt	97.20	100.00	94.54	97.44	100.00	95.00	901	0	52	19	0	1
787.txt	27.05	98.17	15.69	20.00	75.00	11.54	107	2	575	3	1	23
788.txt	96.39	98.96	93.95	74.42	71.11	78.05	1242	13	80	32	13	9
789.txt	96.16	100.00	92.61	88.89	100.00	80.00	827	0	66	20	0	5
79.txt	84.44	75.25	96.20	57.14	40.00	100.00	76	25	3	2	3	0
790.txt	98.93	100.00	97.88	96.55	100.00	93.33	1617	0	35	42	0	3
791.txt	93.98	96.23	91.82	83.72	90.00	78.26	741	29	66	18	2	5
792.txt	91.67	96.07	87.67	16.44	100.00	8.96	1514	62	213	6	0	61
793.txt	97.89	99.66	96.18	81.82	94.74	72.00	3219	11	128	18	1	7
794.txt	99.22	99.94	98.51	93.67	97.37	90.24	1720	1	26	37	1	4
795.txt	66.67	100.00	50.00	0.00	0.00	0.00	1	0	1	0	0	0
796.txt	76.99	98.66	63.13	46.15	80.77	32.31	1101	15	643	21	5	44
797.txt	97.32	98.43	96.24	90.00	85.71	94.74	691	11	27	18	3	1
798.txt	98.52	97.14	99.94	93.94	91.18	96.88	1664	49	1	31	3	1
799.txt	97.67	99.96	95.49	88.14	100.00	78.79	2436	1	115	52	0	14
80.txt	79.34	83.63	75.47	92.56	100.00	86.14	7689	1505	2499	143	0	23
81.txt	94.70	93.13	96.32	75.00	85.71	66.67	1153	85	44	12	2	6
82.txt	9.52	100.00	5.00	0.00	0.00	0.00	1	0	19	0	0	4
83.txt	94.47	99.27	90.12	80.80	87.45	75.08	11501	85	1261	223	32	74
84.txt	95.12	99.88	90.80	76.19	100.00	61.54	2397	3	243	24	0	15
85.txt	76.40	96.70	63.14	40.30	100.00	25.23	937	32	547	27	0	80
86.txt	91.48	89.01	94.09	97.56	95.24	100.00	1369	169	86	20	1	0
87.txt	99.68	99.36	100.00	96.97	94.12	100.00	1084	7	0	16	1	0
88.txt	96.89	97.59	96.20	83.19	76.84	90.68	4204	104	166	146	44	15
89.txt	96.73	99.66	93.98	93.55	100.00	87.88	1170	4	75	29	0	4
90.txt	94.78	95.70	93.87	81.72	90.48	74.51	1960	88	128	38	4	13
91.txt	88.08	93.70	83.09	78.64	93.55	67.84	4251	286	865	116	8	55
92.txt	99.70	100.00	99.40	98.36	100.00	96.77	823	0	5	30	0	1
93.txt	100.00	100.00	100.00	100.00	100.00	100.00	671	0	0	7	0	0
94.txt	100.00	100.00	100.00	100.00	100.00	100.00	1583	0	0	7	0	0
95.txt	99.69	99.90	99.48	100.00	100.00	100.00	2086	2	11	21	0	0
96.txt	86.58	98.28	77.37	47.62	100.00	31.25	400	7	117	5	0	11
97.txt	99.83	99.83	99.83	100.00	100.00	100.00	1149	2	2	16	0	0
98.txt	99.54	99.98	99.10	95.89	98.59	93.33	4712	1	43	70	1	5
99.txt	85.03	80.15	90.53	93.02	95.24	90.91	1587	393	166	40	2	4
