file	F	P	R	F.tag	P.tag	R.tag	TP	FP	FN	TP.tag	FP.tag	FN.tag
495.txt	4.65	50.00	2.44	0.00	0.00	0.00	1	1	40	0	0	3
496.txt	93.20	95.68	90.85	0.00	0.00	0.00	288	13	29	0	0	6
497.txt	95.25	98.99	91.78	0.00	0.00	0.00	5015	51	449	0	0	118
498.txt	93.95	99.64	88.88	0.00	0.00	0.00	3030	11	379	0	0	106
499.txt	81.72	98.23	69.97	0.00	0.00	0.00	1109	20	476	0	0	70
500.txt	92.14	99.25	85.97	0.00	0.00	0.00	1330	10	217	0	0	46
501.txt	89.22	98.27	81.69	0.00	0.00	0.00	2896	51	649	0	0	126
502.txt	89.84	93.23	86.70	0.00	0.00	0.00	867	63	133	0	0	46
503.txt	99.54	100.00	99.09	0.00	0.00	0.00	1854	0	17	0	0	15
504.txt	88.78	98.42	80.86	0.00	0.00	0.00	748	12	177	0	0	23
505.txt	95.65	97.41	93.95	0.00	0.00	0.00	7557	201	487	0	0	191
506.txt	89.94	97.76	83.29	0.00	0.00	0.00	5183	119	1040	0	0	213
507.txt	99.09	100.00	98.19	0.00	0.00	0.00	1465	0	27	0	0	15
508.txt	71.40	99.54	55.67	0.00	0.00	0.00	216	1	172	0	0	46
509.txt	93.42	100.00	87.66	0.00	0.00	0.00	774	0	109	0	0	56
510.txt	98.45	100.00	96.95	0.00	0.00	0.00	509	0	16	0	0	10
561.txt	95.41	98.94	92.12	0.00	0.00	0.00	374	4	32	0	0	11
562.txt	65.87	97.53	49.73	0.00	0.00	0.00	633	16	640	0	0	129
563.txt	91.55	96.58	87.01	0.00	0.00	0.00	6071	215	906	0	0	201
564.txt	90.05	98.11	83.21	0.00	0.00	0.00	466	9	94	0	0	12
565.txt	95.58	100.00	91.53	0.00	0.00	0.00	1157	0	107	0	0	43
566.txt	98.66	98.96	98.36	0.00	0.00	0.00	1142	12	19	0	0	12
567.txt	67.52	92.17	53.28	0.00	0.00	0.00	553	47	485	0	0	73
568.txt	95.84	95.45	96.23	0.00	0.00	0.00	3444	164	135	0	0	82
569.txt	69.72	100.00	53.51	0.00	0.00	0.00	99	0	86	0	0	9
570.txt	74.21	97.22	60.00	0.00	0.00	0.00	1611	46	1074	0	0	137
571.txt	22.76	95.51	12.92	0.00	0.00	0.00	85	4	573	0	0	49
572.txt	67.57	99.12	51.26	0.00	0.00	0.00	448	4	426	0	0	82
573.txt	88.66	95.62	82.63	0.00	0.00	0.00	590	27	124	0	0	16
574.txt	96.60	99.35	93.99	0.00	0.00	0.00	923	6	59	0	0	22
575.txt	78.11	98.43	64.74	0.00	0.00	0.00	1190	19	648	0	0	108
576.txt	96.31	99.96	92.92	0.00	0.00	0.00	2377	1	181	0	0	84
577.txt	78.42	99.58	64.67	0.00	0.00	0.00	238	1	130	0	0	25
578.txt	85.60	100.00	74.82	0.00	0.00	0.00	309	0	104	0	0	19
579.txt	76.43	76.86	76.00	0.00	0.00	0.00	1571	473	496	0	0	98
580.txt	98.85	100.00	97.73	0.00	0.00	0.00	129	0	3	0	0	3
581.txt	0.37	100.00	0.19	0.00	0.00	0.00	2	0	1074	0	0	46
582.txt	86.67	81.45	92.59	0.00	0.00	0.00	975	222	78	0	0	22
583.txt	92.76	89.64	96.10	0.00	0.00	0.00	1108	128	45	0	0	17
584.txt	98.47	98.30	98.64	0.00	0.00	0.00	2607	45	36	0	0	28
585.txt	71.40	57.18	95.05	0.00	0.00	0.00	211	158	11	0	0	8
586.txt	21.27	96.70	11.95	0.00	0.00	0.00	205	7	1511	0	0	113
587.txt	17.27	96.15	9.49	0.00	0.00	0.00	50	2	477	0	0	46
588.txt	84.92	87.87	82.16	0.00	0.00	0.00	4196	579	911	0	0	309
589.txt	99.24	99.91	98.58	0.00	0.00	0.00	1112	1	16	0	0	14
590.txt	88.45	99.03	79.91	0.00	0.00	0.00	2661	26	669	0	0	296
591.txt	97.97	98.09	97.85	0.00	0.00	0.00	772	15	17	0	0	2
592.txt	70.14	59.07	86.30	0.00	0.00	0.00	1058	733	168	0	0	54
593.txt	97.60	100.00	95.31	0.00	0.00	0.00	1016	0	50	0	0	19
594.txt	85.50	93.37	78.85	0.00	0.00	0.00	1506	107	404	0	0	139
595.txt	79.71	99.87	66.32	0.00	0.00	0.00	772	1	392	0	0	75
596.txt	98.64	99.85	97.46	0.00	0.00	0.00	2604	4	68	0	0	50
597.txt	2.47	100.00	1.25	0.00	0.00	0.00	2	0	158	0	0	26
598.txt	86.24	90.59	82.28	0.00	0.00	0.00	915	95	197	0	0	30
599.txt	97.83	99.86	95.89	0.00	0.00	0.00	1446	2	62	0	0	58
60.txt	97.41	98.36	96.47	0.00	0.00	0.00	902	15	33	0	0	11
600.txt	97.74	98.58	96.92	0.00	0.00	0.00	692	10	22	0	0	22
601.txt	93.38	98.97	88.38	0.00	0.00	0.00	1544	16	203	0	0	42
602.txt	85.70	88.95	82.67	0.00	0.00	0.00	644	80	135	0	0	28
603.txt	86.10	95.49	78.40	0.00	0.00	0.00	127	6	35	0	0	5
604.txt	89.77	92.10	87.56	0.00	0.00	0.00	2484	213	353	0	0	53
605.txt	91.02	90.53	91.52	0.00	0.00	0.00	755	79	70	0	0	41
606.txt	2.50	100.00	1.27	0.00	0.00	0.00	2	0	156	0	0	20
607.txt	98.58	99.97	97.22	0.00	0.00	0.00	3010	1	86	0	0	49
608.txt	93.66	96.67	90.82	0.00	0.00	0.00	930	32	94	0	0	38
609.txt	90.91	89.48	92.39	0.00	0.00	0.00	910	107	75	0	0	30
61.txt	18.66	66.02	10.86	0.00	0.00	0.00	68	35	558	0	0	73
610.txt	92.58	98.53	87.31	0.00	0.00	0.00	3694	55	537	0	0	115
611.txt	94.32	99.33	89.79	0.00	0.00	0.00	2832	19	322	0	0	126
612.txt	0.26	100.00	0.13	0.00	0.00	0.00	2	0	1561	0	0	229
613.txt	97.38	96.63	98.14	0.00	0.00	0.00	1004	35	19	0	0	16
614.txt	97.43	97.36	97.50	0.00	0.00	0.00	3242	88	83	0	0	36
615.txt	55.14	48.46	63.96	0.00	0.00	0.00	236	251	133	0	0	15
616.txt	98.37	100.00	96.79	0.00	0.00	0.00	1837	0	61	0	0	37
617.txt	78.13	100.00	64.11	0.00	0.00	0.00	484	0	271	0	0	32
618.txt	0.80	100.00	0.40	0.00	0.00	0.00	2	0	495	0	0	32
619.txt	97.01	99.80	94.37	0.00	0.00	0.00	1022	2	61	0	0	20
62.txt	96.68	99.66	93.87	0.00	0.00	0.00	3815	13	249	0	0	135
620.txt	92.09	98.18	86.71	0.00	0.00	0.00	3074	57	471	0	0	96
621.txt	98.68	98.81	98.56	0.00	0.00	0.00	1161	14	17	0	0	14
622.txt	94.78	99.20	90.73	0.00	0.00	0.00	1361	11	139	0	0	36
623.txt	91.52	99.38	84.80	0.00	0.00	0.00	3554	22	637	0	0	220
624.txt	96.81	98.52	95.16	0.00	0.00	0.00	5875	88	299	0	0	126
625.txt	58.66	54.98	62.87	0.00	0.00	0.00	127	104	75	0	0	15
626.txt	99.22	99.71	98.74	0.00	0.00	0.00	26142	76	333	0	0	239
627.txt	97.79	100.00	95.67	0.00	0.00	0.00	641	0	29	0	0	20
628.txt	96.83	99.43	94.37	0.00	0.00	0.00	520	3	31	0	0	8
629.txt	92.10	98.04	86.84	0.00	0.00	0.00	9374	187	1421	0	0	173
63.txt	62.24	89.35	47.75	0.00	0.00	0.00	562	67	615	0	0	83
630.txt	97.62	97.33	97.91	0.00	0.00	0.00	3975	109	85	0	0	44
631.txt	98.16	99.49	96.86	0.00	0.00	0.00	6289	32	204	0	0	127
632.txt	93.50	99.95	87.84	0.00	0.00	0.00	1835	1	254	0	0	73
633.txt	93.46	99.95	87.76	0.00	0.00	0.00	1957	1	273	0	0	86
634.txt	94.22	99.98	89.09	0.00	0.00	0.00	4139	1	507	0	0	241
635.txt	91.26	99.94	83.96	0.00	0.00	0.00	1712	1	327	0	0	98
636.txt	94.53	99.95	89.66	0.00	0.00	0.00	2133	1	246	0	0	86
637.txt	97.23	99.64	94.94	0.00	0.00	0.00	1652	6	88	0	0	34
638.txt	82.04	99.37	69.86	0.00	0.00	0.00	628	4	271	0	0	36
639.txt	96.38	99.50	93.45	0.00	0.00	0.00	7109	36	498	0	0	180
64.txt	98.95	99.70	98.20	0.00	0.00	0.00	3009	9	55	0	0	21
640.txt	95.78	98.62	93.11	0.00	0.00	0.00	1283	18	95	0	0	46
641.txt	99.15	99.90	98.40	0.00	0.00	0.00	3135	3	51	0	0	38
642.txt	97.54	99.91	95.29	0.00	0.00	0.00	1152	1	57	0	0	22
643.txt	96.52	99.35	93.85	0.00	0.00	0.00	3372	22	221	0	0	59
644.txt	89.04	96.31	82.80	0.00	0.00	0.00	1463	56	304	0	0	62
645.txt	88.75	99.11	80.35	0.00	0.00	0.00	556	5	136	0	0	27
646.txt	97.65	99.14	96.21	0.00	0.00	0.00	3558	31	140	0	0	53
647.txt	88.77	99.88	79.88	0.00	0.00	0.00	826	1	208	0	0	50
648.txt	96.74	99.84	93.83	0.00	0.00	0.00	2509	4	165	0	0	95
649.txt	19.63	98.84	10.90	0.00	0.00	0.00	85	1	695	0	0	102
65.txt	86.26	87.73	84.84	0.00	0.00	0.00	12814	1793	2289	0	0	419
650.txt	90.72	99.87	83.10	0.00	0.00	0.00	777	1	158	0	0	29
651.txt	93.90	98.30	89.89	0.00	0.00	0.00	4221	73	475	0	0	108
652.txt	88.22	99.65	79.14	0.00	0.00	0.00	846	3	223	0	0	44
653.txt	73.21	96.60	58.94	0.00	0.00	0.00	824	29	574	0	0	81
654.txt	81.69	98.61	69.72	0.00	0.00	0.00	426	6	185	0	0	19
655.txt	57.14	86.34	42.70	0.00	0.00	0.00	354	56	475	0	0	52
656.txt	92.06	99.55	85.62	0.00	0.00	0.00	887	4	149	0	0	45
657.txt	47.09	86.07	32.41	0.00	0.00	0.00	105	17	219	0	0	36
658.txt	98.01	99.72	96.36	0.00	0.00	0.00	3179	9	120	0	0	97
659.txt	97.28	97.77	96.78	0.00	0.00	0.00	2197	50	73	0	0	22
66.txt	97.15	98.04	96.28	0.00	0.00	0.00	1552	31	60	0	0	18
660.txt	83.51	85.16	81.92	0.00	0.00	0.00	2801	488	618	0	0	118
661.txt	92.12	95.57	88.91	0.00	0.00	0.00	561	26	70	0	0	15
662.txt	99.06	99.68	98.44	0.00	0.00	0.00	6240	20	99	0	0	74
663.txt	86.61	99.96	76.41	0.00	0.00	0.00	2313	1	714	0	0	146
664.txt	96.50	98.20	94.87	0.00	0.00	0.00	1035	19	56	0	0	32
665.txt	52.51	85.00	37.99	0.00	0.00	0.00	204	36	333	0	0	78
666.txt	68.01	80.60	58.82	0.00	0.00	0.00	270	65	189	0	0	22
667.txt	94.19	98.63	90.13	0.00	0.00	0.00	3380	47	370	0	0	117
668.txt	7.14	100.00	3.70	0.00	0.00	0.00	2	0	52	0	0	7
669.txt	67.43	52.84	93.16	0.00	0.00	0.00	736	657	54	0	0	26
67.txt	56.69	80.95	43.62	0.00	0.00	0.00	646	152	835	0	0	96
670.txt	40.63	98.45	25.59	0.00	0.00	0.00	764	12	2221	0	0	74
671.txt	99.48	99.92	99.05	0.00	0.00	0.00	1246	1	12	0	0	12
672.txt	91.10	94.85	87.63	0.00	0.00	0.00	4185	227	591	0	0	168
673.txt	97.39	98.91	95.92	0.00	0.00	0.00	1175	13	50	0	0	19
674.txt	96.59	96.39	96.79	0.00	0.00	0.00	5632	211	187	0	0	91
675.txt	93.27	92.48	94.08	0.00	0.00	0.00	1684	137	106	0	0	71
676.txt	95.50	96.60	94.42	0.00	0.00	0.00	711	25	42	0	0	26
677.txt	97.56	98.21	96.91	0.00	0.00	0.00	1758	32	56	0	0	35
678.txt	93.47	98.72	88.76	0.00	0.00	0.00	308	4	39	0	0	16
679.txt	95.03	98.99	91.38	0.00	0.00	0.00	9302	95	877	0	0	253
68.txt	24.84	88.61	14.44	0.00	0.00	0.00	210	27	1244	0	0	26
680.txt	90.12	96.33	84.66	0.00	0.00	0.00	1076	41	195	0	0	28
681.txt	95.09	99.30	91.22	0.00	0.00	0.00	2255	16	217	0	0	101
682.txt	96.17	98.54	93.91	0.00	0.00	0.00	1418	21	92	0	0	36
683.txt	98.04	99.36	96.76	0.00	0.00	0.00	3254	21	109	0	0	102
684.txt	98.92	99.13	98.72	0.00	0.00	0.00	5328	47	69	0	0	64
685.txt	97.70	98.87	96.55	0.00	0.00	0.00	1401	16	50	0	0	28
686.txt	84.56	99.98	73.26	0.00	0.00	0.00	4518	1	1649	0	0	151
687.txt	96.48	98.64	94.42	0.00	0.00	0.00	1809	25	107	0	0	19
688.txt	97.02	97.12	96.91	0.00	0.00	0.00	4425	131	141	0	0	82
689.txt	95.23	99.78	91.08	0.00	0.00	0.00	888	2	87	0	0	29
69.txt	96.50	99.37	93.79	0.00	0.00	0.00	1254	8	83	0	0	31
690.txt	100.00	100.00	100.00	0.00	0.00	0.00	2	0	0	0	0	0
691.txt	54.05	98.35	37.26	0.00	0.00	0.00	1372	23	2310	0	0	161
692.txt	93.52	91.55	95.59	0.00	0.00	0.00	758	70	35	0	0	19
693.txt	79.76	68.60	95.26	0.00	0.00	0.00	201	92	10	0	0	6
694.txt	94.51	96.44	92.65	0.00	0.00	0.00	542	20	43	0	0	18
695.txt	95.65	94.65	96.67	0.00	0.00	0.00	725	41	25	0	0	24
696.txt	97.48	99.42	95.61	0.00	0.00	0.00	2568	15	118	0	0	72
697.txt	100.00	100.00	100.00	0.00	0.00	0.00	2	0	0	0	0	0
698.txt	98.21	100.00	96.48	0.00	0.00	0.00	329	0	12	0	0	10
699.txt	94.81	98.10	91.74	0.00	0.00	0.00	2577	50	232	0	0	60
70.txt	98.49	99.68	97.32	0.00	0.00	0.00	2181	7	60	0	0	46
700.txt	94.13	99.04	89.68	0.00	0.00	0.00	617	6	71	0	0	20
701.txt	97.00	99.28	94.82	0.00	0.00	0.00	1648	12	90	0	0	26
702.txt	95.36	100.00	91.13	0.00	0.00	0.00	3730	0	363	0	0	159
703.txt	96.54	96.74	96.33	0.00	0.00	0.00	2285	77	87	0	0	26
704.txt	95.65	95.48	95.83	0.00	0.00	0.00	1056	50	46	0	0	21
705.txt	93.82	95.73	91.98	0.00	0.00	0.00	2937	131	256	0	0	68
706.txt	87.88	100.00	78.39	0.00	0.00	0.00	243	0	67	0	0	12
707.txt	0.94	0.47	100.00	0.00	0.00	0.00	2	421	0	0	0	0
708.txt	90.01	99.03	82.50	0.00	0.00	0.00	1433	14	304	0	0	136
709.txt	96.07	98.98	93.33	0.00	0.00	0.00	2532	26	181	0	0	124
71.txt	95.94	99.43	92.69	0.00	0.00	0.00	3310	19	261	0	0	85
710.txt	96.92	100.00	94.02	0.00	0.00	0.00	1211	0	77	0	0	41
711.txt	97.38	99.06	95.75	0.00	0.00	0.00	946	9	42	0	0	17
712.txt	93.40	97.56	89.57	0.00	0.00	0.00	601	15	70	0	0	26
713.txt	98.83	99.64	98.02	0.00	0.00	0.00	2230	8	45	0	0	24
714.txt	25.66	79.71	15.29	0.00	0.00	0.00	165	42	914	0	0	91
715.txt	57.46	95.74	41.05	0.00	0.00	0.00	3011	134	4324	0	0	931
716.txt	94.99	97.34	92.74	0.00	0.00	0.00	4509	123	353	0	0	173
717.txt	32.01	40.89	26.30	0.00	0.00	0.00	101	146	283	0	0	41
718.txt	63.68	89.92	49.29	0.00	0.00	0.00	1606	180	1652	0	0	362
719.txt	94.25	96.66	91.95	0.00	0.00	0.00	1360	47	119	0	0	51
72.txt	94.74	99.87	90.11	0.00	0.00	0.00	1485	2	163	0	0	45
720.txt	86.29	90.06	82.82	0.00	0.00	0.00	453	50	94	0	0	20
721.txt	92.24	96.97	87.94	0.00	0.00	0.00	1087	34	149	0	0	31
722.txt	98.98	100.00	97.97	0.00	0.00	0.00	2029	0	42	0	0	28
723.txt	98.60	99.94	97.29	0.00	0.00	0.00	3411	2	95	0	0	67
724.txt	6.56	100.00	3.39	0.00	0.00	0.00	2	0	57	0	0	2
725.txt	86.37	97.08	77.78	0.00	0.00	0.00	1831	55	523	0	0	68
726.txt	97.81	98.60	97.04	0.00	0.00	0.00	2750	39	84	0	0	41
727.txt	83.93	95.92	74.60	0.00	0.00	0.00	47	2	16	0	0	4
728.txt	95.45	97.04	93.92	0.00	0.00	0.00	3444	105	223	0	0	105
729.txt	80.36	70.92	92.71	0.00	0.00	0.00	178	73	14	0	0	7
73.txt	33.76	85.98	21.00	0.00	0.00	0.00	92	15	346	0	0	21
730.txt	95.64	99.65	91.94	0.00	0.00	0.00	1140	4	100	0	0	24
731.txt	96.68	98.68	94.77	0.00	0.00	0.00	4258	57	235	0	0	93
732.txt	81.00	88.24	74.85	0.00	0.00	0.00	893	119	300	0	0	46
733.txt	96.16	99.77	92.80	0.00	0.00	0.00	864	2	67	0	0	22
734.txt	87.62	84.78	90.65	0.00	0.00	0.00	2278	409	235	0	0	17
735.txt	98.64	100.00	97.33	0.00	0.00	0.00	473	0	13	0	0	9
736.txt	92.20	96.48	88.28	0.00	0.00	0.00	1590	58	211	0	0	65
737.txt	85.77	97.75	76.41	0.00	0.00	0.00	1305	30	403	0	0	53
738.txt	96.36	99.40	93.50	0.00	0.00	0.00	9916	60	689	0	0	261
739.txt	93.60	99.42	88.41	0.00	0.00	0.00	4487	26	588	0	0	140
74.txt	0.12	50.00	0.06	0.00	0.00	0.00	1	1	1639	0	0	304
740.txt	94.41	97.62	91.41	0.00	0.00	0.00	819	20	77	0	0	22
741.txt	99.29	100.00	98.59	0.00	0.00	0.00	981	0	14	0	0	10
742.txt	98.24	99.92	96.61	0.00	0.00	0.00	5301	4	186	0	0	122
743.txt	97.54	99.51	95.64	0.00	0.00	0.00	1624	8	74	0	0	64
744.txt	96.01	95.44	96.58	0.00	0.00	0.00	2428	116	86	0	0	54
745.txt	85.69	83.99	87.45	0.00	0.00	0.00	446	85	64	0	0	14
746.txt	93.31	98.16	88.92	0.00	0.00	0.00	4214	79	525	0	0	81
747.txt	97.96	99.90	96.10	0.00	0.00	0.00	962	1	39	0	0	28
748.txt	92.97	94.95	91.07	0.00	0.00	0.00	2049	109	201	0	0	35
749.txt	98.83	98.83	98.83	0.00	0.00	0.00	9559	113	113	0	0	72
75.txt	96.67	99.71	93.82	0.00	0.00	0.00	10969	32	723	0	0	456
750.txt	4.82	100.00	2.47	0.00	0.00	0.00	2	0	79	0	0	6
752.txt	99.20	99.96	98.44	0.00	0.00	0.00	2720	1	43	0	0	31
754.txt	94.89	95.25	94.52	0.00	0.00	0.00	863	43	50	0	0	11
755.txt	91.92	97.43	87.01	0.00	0.00	0.00	7393	195	1104	0	0	327
756.txt	96.06	99.68	92.70	0.00	0.00	0.00	1854	6	146	0	0	45
757.txt	0.48	50.00	0.24	0.00	0.00	0.00	1	1	410	0	0	32
758.txt	30.75	93.38	18.41	0.00	0.00	0.00	127	9	563	0	0	51
759.txt	95.17	99.20	91.47	0.00	0.00	0.00	493	4	46	0	0	11
76.txt	94.99	97.33	92.76	0.00	0.00	0.00	10708	294	836	0	0	299
760.txt	95.40	99.83	91.35	0.00	0.00	0.00	602	1	57	0	0	11
761.txt	70.48	92.11	57.08	0.00	0.00	0.00	1016	87	764	0	0	101
762.txt	94.81	99.20	90.80	0.00	0.00	0.00	3108	25	315	0	0	98
763.txt	93.39	94.33	92.47	0.00	0.00	0.00	3179	191	259	0	0	86
764.txt	94.43	96.49	92.45	0.00	0.00	0.00	3659	133	299	0	0	123
765.txt	70.31	99.12	54.48	0.00	0.00	0.00	1132	10	946	0	0	99
766.txt	85.28	88.46	82.32	0.00	0.00	0.00	391	51	84	0	0	20
767.txt	86.86	100.00	76.77	0.00	0.00	0.00	304	0	92	0	0	22
768.txt	89.86	86.93	93.01	0.00	0.00	0.00	891	134	67	0	0	23
77.txt	87.86	95.93	81.04	0.00	0.00	0.00	872	37	204	0	0	38
770.txt	92.96	99.79	87.00	0.00	0.00	0.00	1907	4	285	0	0	46
771.txt	97.93	99.62	96.30	0.00	0.00	0.00	2342	9	90	0	0	41
772.txt	90.77	97.31	85.05	0.00	0.00	0.00	1229	34	216	0	0	75
773.txt	96.37	100.00	92.99	0.00	0.00	0.00	716	0	54	0	0	14
774.txt	97.47	100.00	95.07	0.00	0.00	0.00	2776	0	144	0	0	70
775.txt	44.53	94.33	29.14	0.00	0.00	0.00	183	11	445	0	0	33
776.txt	93.30	90.83	95.90	0.00	0.00	0.00	842	85	36	0	0	16
777.txt	96.36	98.83	94.01	0.00	0.00	0.00	1098	13	70	0	0	19
778.txt	97.59	98.77	96.43	0.00	0.00	0.00	2567	32	95	0	0	60
779.txt	96.49	99.66	93.52	0.00	0.00	0.00	2628	9	182	0	0	72
78.txt	93.64	96.99	90.51	0.00	0.00	0.00	1192	37	125	0	0	51
780.txt	97.39	99.72	95.18	0.00	0.00	0.00	1757	5	89	0	0	48
781.txt	44.08	95.71	28.63	0.00	0.00	0.00	268	12	668	0	0	58
782.txt	98.82	99.76	97.88	0.00	0.00	0.00	2545	6	55	0	0	45
783.txt	95.07	98.23	92.11	0.00	0.00	0.00	6325	114	542	0	0	143
784.txt	97.70	100.00	95.50	0.00	0.00	0.00	1763	0	83	0	0	42
785.txt	97.17	99.84	94.64	0.00	0.00	0.00	1908	3	108	0	0	62
786.txt	94.67	99.31	90.45	0.00	0.00	0.00	862	6	91	0	0	20
787.txt	26.90	100.00	15.54	0.00	0.00	0.00	106	0	576	0	0	26
788.txt	95.46	99.83	91.45	0.00	0.00	0.00	1209	2	113	0	0	41
789.txt	94.94	100.00	90.37	0.00	0.00	0.00	807	0	86	0	0	25
79.txt	84.09	76.29	93.67	0.00	0.00	0.00	74	23	5	0	0	2
790.txt	97.49	99.81	95.28	0.00	0.00	0.00	1574	3	78	0	0	45
791.txt	93.77	94.35	93.18	0.00	0.00	0.00	752	45	55	0	0	23
792.txt	96.31	99.08	93.69	0.00	0.00	0.00	1618	15	109	0	0	67
793.txt	97.85	100.00	95.79	0.00	0.00	0.00	3206	0	141	0	0	25
794.txt	98.08	99.88	96.33	0.00	0.00	0.00	1682	2	64	0	0	41
795.txt	100.00	100.00	100.00	0.00	0.00	0.00	2	0	0	0	0	0
796.txt	75.22	98.06	61.01	0.00	0.00	0.00	1064	21	680	0	0	65
797.txt	96.21	98.83	93.73	0.00	0.00	0.00	673	8	45	0	0	19
798.txt	97.61	97.14	98.08	0.00	0.00	0.00	1633	48	32	0	0	32
799.txt	96.18	99.37	93.18	0.00	0.00	0.00	2377	15	174	0	0	66
80.txt	77.35	82.46	72.83	0.00	0.00	0.00	7420	1578	2768	0	0	166
81.txt	93.82	92.60	95.07	0.00	0.00	0.00	1138	91	59	0	0	18
82.txt	18.18	100.00	10.00	0.00	0.00	0.00	2	0	18	0	0	4
83.txt	92.01	97.98	86.73	0.00	0.00	0.00	11068	228	1694	0	0	297
84.txt	93.78	98.58	89.43	0.00	0.00	0.00	2361	34	279	0	0	39
85.txt	73.31	94.76	59.77	0.00	0.00	0.00	887	49	597	0	0	107
86.txt	90.10	88.01	92.30	0.00	0.00	0.00	1343	183	112	0	0	20
87.txt	98.98	99.44	98.52	0.00	0.00	0.00	1068	6	16	0	0	16
88.txt	94.79	97.30	92.40	0.00	0.00	0.00	4038	112	332	0	0	161
89.txt	93.43	96.89	90.20	0.00	0.00	0.00	1123	36	122	0	0	33
90.txt	93.56	95.28	91.91	0.00	0.00	0.00	1919	95	169	0	0	51
91.txt	88.03	96.61	80.84	0.00	0.00	0.00	4136	145	980	0	0	171
92.txt	87.76	98.35	79.23	0.00	0.00	0.00	656	11	172	0	0	31
93.txt	99.48	100.00	98.96	0.00	0.00	0.00	664	0	7	0	0	7
94.txt	99.68	99.87	99.49	0.00	0.00	0.00	1575	2	8	0	0	7
95.txt	99.23	99.86	98.62	0.00	0.00	0.00	2068	3	29	0	0	21
96.txt	87.11	99.01	77.76	0.00	0.00	0.00	402	4	115	0	0	16
97.txt	97.34	96.18	98.52	0.00	0.00	0.00	1134	45	17	0	0	16
98.txt	98.05	98.53	97.56	0.00	0.00	0.00	4639	69	116	0	0	75
99.txt	83.83	79.82	88.25	0.00	0.00	0.00	1547	391	206	0	0	44
